,site6_(1-4/5-3),site6_(1-4),site6_(custom/0),site6_(1-4/5-4),site6_(custom/5-4),site6_(custom1/5-4),site6_(10/custom/5-4),site6_personal(custom/5-4),site6_personal(1-4/5-4),site6_personal(1-4/custom)
42,0.8128205128205128,0.7807692307692308,0.7794871794871795,0.8397435897435898,0.8358974358974359,0.6474358974358975,0.8346153846153846,0.8256410256410256,0.8448717948717949,0.8448717948717949
43,0.9512820512820512,0.8820512820512821,0.8820512820512821,0.914102564102564,0.917948717948718,0.7448717948717949,0.9192307692307692,0.9230769230769232,0.9256410256410256,0.9256410256410256
44,0.6884615384615385,0.7833333333333333,0.7833333333333332,0.7871794871794872,0.7897435897435897,0.7782051282051282,0.7897435897435897,0.7884615384615384,0.7871794871794872,0.7871794871794873
45,0.6679487179487179,0.8243589743589744,0.8192307692307693,0.7410256410256411,0.7410256410256411,0.8602564102564103,0.7333333333333334,0.7474358974358974,0.7653846153846153,0.7653846153846153
46,0.7262820512820513,0.8275641025641026,0.8352564102564104,0.8108974358974359,0.816025641025641,0.8096153846153846,0.8224358974358974,0.8096153846153846,0.8262820512820513,0.8224358974358974
47,0.7346153846153847,0.7,0.7038461538461538,0.7217948717948719,0.7025641025641026,0.6346153846153846,0.7076923076923077,0.6961538461538461,0.717948717948718,0.7128205128205128
48,0.917948717948718,0.8897435897435898,0.8974358974358975,0.926923076923077,0.9256410256410256,0.7012820512820513,0.932051282051282,0.9153846153846156,0.926923076923077,0.926923076923077
49,0.8384615384615384,0.6884615384615385,0.6846153846153846,0.823076923076923,0.8243589743589743,0.5076923076923077,0.8192307692307692,0.8192307692307692,0.8269230769230769,0.8269230769230769
50,0.726923076923077,0.6474358974358975,0.653846153846154,0.7205128205128205,0.7192307692307692,0.5525641025641026,0.7141025641025641,0.7141025641025641,0.7153846153846154,0.7141025641025641
51,0.8564102564102565,0.8807692307692309,0.882051282051282,0.8846153846153846,0.882051282051282,0.8769230769230769,0.8794871794871795,0.846153846153846,0.882051282051282,0.882051282051282
52,0.6551282051282052,0.6474358974358975,0.6474358974358975,0.694871794871795,0.6935897435897437,0.5166666666666666,0.6974358974358975,0.6833333333333333,0.6730769230769231,0.6730769230769231
53,0.7705128205128204,0.7384615384615385,0.7384615384615385,0.7692307692307692,0.7705128205128204,0.6576923076923077,0.7782051282051282,0.7846153846153847,0.7653846153846153,0.7653846153846153
54,0.8211538461538461,0.7352564102564103,0.7352564102564103,0.7775641025641026,0.7916666666666667,0.6916666666666667,0.7955128205128206,0.8134615384615385,0.8057692307692308,0.8070512820512821
55,0.7333333333333333,0.7025641025641025,0.7076923076923076,0.7487179487179487,0.7384615384615385,0.5782051282051283,0.7410256410256411,0.7564102564102564,0.7628205128205129,0.764102564102564
56,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.7923076923076923,0.791025641025641,0.5205128205128204,0.7782051282051282,0.7602564102564102,0.7769230769230769,0.7782051282051282
57,0.6423076923076924,0.7730769230769231,0.7782051282051282,0.7243589743589745,0.7192307692307692,0.8012820512820512,0.7217948717948718,0.7371794871794871,0.7128205128205128,0.7128205128205128
58,0.7410256410256411,0.6846153846153846,0.6820512820512821,0.7076923076923077,0.7230769230769231,0.5717948717948718,0.7320512820512821,0.7307692307692306,0.7012820512820512,0.7
59,0.8371794871794872,0.8474358974358974,0.808974358974359,0.8205128205128205,0.8294871794871794,0.75,0.8243589743589745,0.8320512820512821,0.8179487179487179,0.8166666666666667
60,0.5871794871794871,0.7217948717948718,0.7051282051282052,0.641025641025641,0.6461538461538461,0.6858974358974359,0.6461538461538461,0.6358974358974359,0.6564102564102564,0.6564102564102564
61,0.5346153846153847,0.7,0.7012820512820512,0.6884615384615385,0.6846153846153846,0.6974358974358974,0.6871794871794872,0.691025641025641,0.6961538461538462,0.6961538461538462
62,0.7897435897435897,0.6717948717948719,0.6820512820512821,0.758974358974359,0.7666666666666667,0.4141025641025641,0.7653846153846154,0.7782051282051282,0.7653846153846153,0.7653846153846153
63,0.6794871794871795,0.6974358974358975,0.6833333333333333,0.7487179487179487,0.7410256410256411,0.5923076923076922,0.7371794871794872,0.7102564102564103,0.7346153846153847,0.7346153846153847
64,0.7538461538461538,0.7846153846153847,0.7846153846153847,0.7641025641025642,0.7628205128205129,0.6615384615384615,0.7615384615384616,0.7602564102564103,0.7653846153846153,0.7666666666666667
65,0.5596153846153846,0.6262820512820513,0.6378205128205128,0.5903846153846154,0.6006410256410257,0.5391025641025642,0.6121794871794872,0.5737179487179487,0.5711538461538461,0.5711538461538461
66,0.882051282051282,0.8371794871794872,0.8410256410256409,0.9012820512820512,0.9076923076923078,0.5974358974358974,0.9102564102564102,0.9205128205128204,0.8948717948717948,0.8948717948717948
67,0.5717948717948718,0.6641025641025641,0.676923076923077,0.6474358974358975,0.6474358974358975,0.6461538461538462,0.6461538461538462,0.5897435897435899,0.6205128205128205,0.6192307692307693
68,0.846153846153846,0.6743589743589744,0.676923076923077,0.8307692307692308,0.8346153846153845,0.6269230769230769,0.8166666666666667,0.8320512820512821,0.8371794871794872,0.8358974358974359
69,0.8717948717948718,0.7961538461538462,0.8051282051282052,0.8602564102564102,0.8692307692307693,0.6384615384615384,0.8692307692307693,0.8692307692307691,0.8628205128205128,0.8628205128205128
70,0.7923076923076923,0.5974358974358974,0.6051282051282052,0.7051282051282051,0.7128205128205128,0.5269230769230769,0.7141025641025641,0.7064102564102563,0.7012820512820513,0.7000000000000001
71,0.5705128205128205,0.8961538461538462,0.9012820512820512,0.8038461538461539,0.8025641025641026,0.7307692307692307,0.8076923076923077,0.7935897435897437,0.8,0.8012820512820513
72,0.6282051282051282,0.7,0.7205128205128205,0.7038461538461538,0.7115384615384616,0.6384615384615384,0.7051282051282052,0.694871794871795,0.6948717948717948,0.6974358974358975
73,0.6435897435897436,0.7205128205128204,0.7230769230769232,0.6807692307692308,0.6820512820512821,0.7166666666666667,0.6794871794871795,0.6705128205128206,0.6461538461538461,0.6461538461538461
74,0.6448717948717948,0.7064102564102565,0.7038461538461539,0.7064102564102563,0.7051282051282052,0.7012820512820512,0.7012820512820513,0.7025641025641026,0.708974358974359,0.708974358974359
75,0.6916666666666667,0.6480769230769231,0.6480769230769231,0.6698717948717949,0.6685897435897437,0.7057692307692308,0.6673076923076924,0.6493589743589744,0.6506410256410257,0.6519230769230769
76,0.7551282051282051,0.7679487179487179,0.7820512820512822,0.8333333333333334,0.8358974358974358,0.6653846153846154,0.832051282051282,0.8012820512820513,0.7935897435897437,0.7897435897435898
77,0.8435897435897436,0.8641025641025641,0.8743589743589744,0.8910256410256411,0.9025641025641024,0.7974358974358975,0.8999999999999999,0.8987179487179487,0.8999999999999999,0.8987179487179486
78,0.732051282051282,0.7256410256410257,0.7320512820512821,0.7269230769230769,0.7243589743589745,0.7051282051282051,0.7243589743589745,0.7282051282051283,0.7128205128205128,0.7141025641025641
79,0.717948717948718,0.7243589743589745,0.735897435897436,0.7576923076923078,0.7576923076923077,0.5743589743589744,0.7525641025641026,0.7589743589743589,0.7564102564102564,0.7551282051282051
80,0.767948717948718,0.7897435897435898,0.8038461538461539,0.7897435897435897,0.7833333333333334,0.7923076923076924,0.7820512820512822,0.7884615384615384,0.7961538461538461,0.7948717948717948
81,0.7012820512820513,0.8115384615384615,0.8064102564102564,0.7551282051282051,0.7474358974358974,0.7705128205128204,0.7448717948717949,0.735897435897436,0.7487179487179487,0.7474358974358974
82,0.8974358974358974,0.785897435897436,0.7884615384615385,0.8525641025641025,0.8538461538461539,0.8500000000000001,0.8500000000000001,0.8602564102564102,0.8512820512820514,0.8512820512820514
83,0.491025641025641,0.5551282051282052,0.5423076923076924,0.4217948717948718,0.4128205128205128,0.5692307692307692,0.4179487179487179,0.5666666666666667,0.4064102564102564,0.4076923076923077
84,0.7512820512820513,0.7205128205128206,0.7230769230769231,0.7833333333333333,0.7807692307692308,0.6602564102564102,0.7807692307692307,0.7653846153846153,0.7756410256410255,0.7756410256410255
85,0.6474358974358975,0.6743589743589744,0.6756410256410257,0.641025641025641,0.6641025641025642,0.7153846153846153,0.6641025641025641,0.6705128205128206,0.641025641025641,0.6461538461538462
86,0.7705128205128206,0.8948717948717948,0.903846153846154,0.8153846153846154,0.8128205128205128,0.8653846153846153,0.8153846153846154,0.7935897435897437,0.8166666666666667,0.8166666666666667
87,0.7923076923076923,0.7128205128205128,0.708974358974359,0.7961538461538461,0.8025641025641026,0.5923076923076923,0.8012820512820513,0.7961538461538461,0.782051282051282,0.7807692307692308
88,0.5525641025641026,0.6205128205128205,0.632051282051282,0.6217948717948718,0.6307692307692307,0.5205128205128204,0.6243589743589744,0.6064102564102565,0.6064102564102565,0.6076923076923078
89,0.7384615384615384,0.6384615384615385,0.6397435897435897,0.7448717948717949,0.741025641025641,0.532051282051282,0.7423076923076923,0.7576923076923077,0.7269230769230769,0.7256410256410256
90,0.735897435897436,0.7384615384615385,0.7551282051282051,0.7423076923076923,0.7435897435897436,0.5538461538461539,0.7487179487179487,0.726923076923077,0.7384615384615384,0.7397435897435898
