,site2_(1-4/5-3),site2_(1-4),site2_(custom/0),site2_(1-4/5-4),site2_(custom/5-4),site2_(custom1/5-4),site2_(10/custom/5-4),site2_personal(custom/5-4),site2_personal(1-4/5-4),site2_personal(1-4/custom)
42,0.8055555555555556,1.0,1.0,0.9583333333333334,0.9583333333333334,0.9791666666666666,0.9583333333333334,0.9027777777777778,0.9166666666666666,0.9166666666666666
43,0.7083333333333333,0.7986111111111112,0.7986111111111112,0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7638888888888888,0.8194444444444444,0.7291666666666667,0.7291666666666667
44,0.6111111111111112,0.75,0.7777777777777778,0.7708333333333334,0.7777777777777778,0.7083333333333333,0.7986111111111112,0.7222222222222222,0.7013888888888888,0.7013888888888888
45,0.9652777777777778,0.9305555555555556,0.9305555555555556,0.9652777777777778,0.9652777777777778,0.8611111111111112,0.9652777777777778,0.9861111111111112,0.9722222222222222,0.9722222222222222
46,0.7777777777777779,0.9097222222222222,0.923611111111111,0.8888888888888888,0.8888888888888888,0.7916666666666667,0.8888888888888888,0.9722222222222222,0.8888888888888888,0.8888888888888888
47,0.5416666666666667,0.7430555555555556,0.7291666666666666,0.6041666666666667,0.625,0.6388888888888888,0.6111111111111112,0.6388888888888888,0.576388888888889,0.5902777777777777
48,0.5902777777777778,0.7013888888888888,0.7083333333333333,0.6388888888888888,0.6388888888888888,0.7569444444444444,0.6319444444444444,0.6597222222222223,0.6388888888888888,0.6388888888888888
49,0.6388888888888888,0.763888888888889,0.7569444444444444,0.6111111111111112,0.6319444444444444,0.7152777777777778,0.6319444444444444,0.6180555555555556,0.6111111111111112,0.6111111111111112
50,0.6458333333333334,0.7430555555555555,0.7291666666666666,0.6875,0.6805555555555556,0.7708333333333334,0.6875,0.6597222222222222,0.6111111111111112,0.6041666666666667
51,0.5902777777777778,0.7083333333333334,0.7569444444444444,0.6388888888888888,0.6319444444444444,0.7569444444444444,0.6388888888888888,0.7638888888888888,0.6597222222222222,0.6597222222222222
52,0.4861111111111111,0.6388888888888888,0.6388888888888888,0.5416666666666666,0.5416666666666666,0.798611111111111,0.5277777777777778,0.5277777777777778,0.5486111111111112,0.5555555555555556
53,0.5763888888888888,0.5833333333333333,0.6041666666666667,0.625,0.6319444444444444,0.5555555555555556,0.6319444444444444,0.7152777777777778,0.6597222222222222,0.6597222222222222
54,0.5902777777777777,0.6041666666666666,0.5833333333333334,0.5625,0.5694444444444444,0.6527777777777778,0.5694444444444444,0.6180555555555556,0.5763888888888888,0.5833333333333333
55,0.2152777777777778,0.3888888888888889,0.3680555555555555,0.2986111111111111,0.2847222222222222,0.5138888888888888,0.2847222222222222,0.2569444444444444,0.2638888888888889,0.2638888888888889
56,0.5555555555555556,0.6458333333333333,0.6527777777777778,0.6111111111111112,0.625,0.798611111111111,0.625,0.6527777777777778,0.6041666666666667,0.6041666666666667
57,0.5763888888888888,0.5833333333333333,0.5833333333333334,0.5625,0.5972222222222222,0.7847222222222223,0.5833333333333334,0.5833333333333333,0.5694444444444444,0.5833333333333333
58,0.7361111111111112,0.6666666666666667,0.6805555555555556,0.6875,0.6944444444444444,0.6527777777777778,0.6944444444444444,0.7152777777777778,0.6805555555555556,0.6805555555555556
59,0.3680555555555556,0.6875,0.6805555555555556,0.5208333333333333,0.5208333333333333,0.6180555555555556,0.5069444444444444,0.5277777777777777,0.5347222222222222,0.5347222222222222
60,0.4861111111111111,0.6180555555555556,0.6458333333333334,0.5138888888888888,0.5208333333333334,0.6319444444444444,0.5347222222222222,0.5069444444444444,0.5208333333333334,0.5208333333333334
61,0.3541666666666666,0.8055555555555556,0.7986111111111112,0.638888888888889,0.625,0.9097222222222222,0.625,0.5763888888888888,0.6180555555555556,0.625
62,0.1666666666666666,0.4583333333333333,0.4930555555555556,0.2916666666666667,0.2916666666666667,0.5833333333333333,0.3055555555555555,0.2986111111111111,0.3055555555555556,0.3125
63,0.2152777777777777,0.5902777777777778,0.5833333333333334,0.4513888888888889,0.4444444444444444,0.5972222222222223,0.4513888888888889,0.4652777777777778,0.4375,0.4375
64,0.2361111111111111,0.2638888888888889,0.2777777777777778,0.2222222222222222,0.2222222222222222,0.3402777777777778,0.2222222222222222,0.2361111111111111,0.2152777777777778,0.2152777777777778
65,0.3888888888888889,0.625,0.6805555555555555,0.4513888888888888,0.4652777777777778,0.8472222222222223,0.4513888888888889,0.5972222222222222,0.4375,0.4375
